tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,rank1,rank2,pts1,pts2,odd1,odd2,p1_games,p2_games,score,p_win
Srpska Open,4/17/2023,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,15.24,Molcan A.,15.12,Molcan A.,100,73,587,735,1.73,2.1,12,16,6-3 5-7 1-6,1
Srpska Open,4/18/2023,ATP250,Outdoor,Clay,1st Round,3,Shelbayh A.,14.24,Ymer E.,14.41,Shelbayh A.,267,139,201,419,2.63,1.5,13,6,6-1 7-5,0
Srpska Open,4/18/2023,ATP250,Outdoor,Clay,1st Round,3,Safiullin R.,15.22,Djere L.,15.27,Djere L.,106,78,557,716,3.5,1.3,6,12,4-6 2-6,1
Srpska Open,4/18/2023,ATP250,Outdoor,Clay,1st Round,3,Krajinovic F.,15.29,Lajovic D.,15.29,Lajovic D.,74,70,731,744,2.2,1.67,12,16,2-6 6-4 4-6,1
Srpska Open,4/19/2023,ATP250,Outdoor,Clay,1st Round,3,Dzumhur D.,14.21,Broady L.,15.03,Dzumhur D.,202,132,282,433,2.2,1.67,12,3,6-3 6-0,0
Srpska Open,4/19/2023,ATP250,Outdoor,Clay,1st Round,3,Medjedovic H.,14.4,Barrere G.,15.45,Barrere G.,212,57,272,838,1.67,2.2,11,14,6-7 5-7,1
Srpska Open,4/19/2023,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,15.27,Coric B.,15.62,Djere L.,78,21,716,1890,1.67,2.2,18,15,6-4 6-7 6-4,0
Srpska Open,4/19/2023,ATP250,Outdoor,Clay,2nd Round,3,Van Assche L.,15.03,Djokovic N.,16.39,Djokovic N.,87,1,672,7240,10.0,1.06,12,18,7-6 3-6 2-6,1
Srpska Open,4/19/2023,ATP250,Outdoor,Clay,2nd Round,3,Molcan A.,15.12,Popyrin A.,15.17,Molcan A.,73,81,735,701,1.8,2.0,18,17,7-6 4-6 7-5,0
Srpska Open,4/20/2023,ATP250,Outdoor,Clay,2nd Round,3,Barrere G.,15.45,Lajovic D.,15.29,Lajovic D.,57,70,838,744,3.2,1.36,3,12,3-6 0-6,1
Srpska Open,4/20/2023,ATP250,Outdoor,Clay,2nd Round,3,Kecmanovic M.,15.49,Shelbayh A.,14.24,Kecmanovic M.,33,267,1125,201,1.2,4.5,13,10,6-4 7-6,0
Srpska Open,4/20/2023,ATP250,Outdoor,Clay,2nd Round,3,Albot R.,14.83,Lehecka J.,15.61,Lehecka J.,110,36,536,1033,4.33,1.22,2,12,0-6 2-6,1
Srpska Open,4/21/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Molcan A.,15.12,Djere L.,15.27,Molcan A.,73,78,735,716,2.5,1.53,17,13,6-2 4-6 7-5,0
Srpska Open,4/21/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Dzumhur D.,14.21,Rublev A.,15.94,Rublev A.,202,6,282,4380,10.0,1.06,8,13,5-7 3-6,1
Srpska Open,4/21/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Lajovic D.,15.29,Djokovic N.,16.39,Lajovic D.,70,1,744,7240,8.0,1.08,13,10,6-4 7-6,0
Srpska Open,4/21/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Lehecka J.,15.61,Kecmanovic M.,15.49,Kecmanovic M.,36,33,1033,1125,1.4,3.0,5,13,5-7 0-6,1
Srpska Open,4/22/2023,ATP250,Outdoor,Clay,Semifinals,3,Rublev A.,15.94,Molcan A.,15.12,Rublev A.,6,73,4380,735,1.17,5.0,12,6,6-2 6-4,0
Srpska Open,4/22/2023,ATP250,Outdoor,Clay,Semifinals,3,Kecmanovic M.,15.49,Lajovic D.,15.29,Lajovic D.,33,70,1125,744,1.67,2.2,16,17,6-4 6-7 4-6,1
Srpska Open,4/23/2023,ATP250,Outdoor,Clay,The Final,3,Lajovic D.,15.29,Rublev A.,15.94,Lajovic D.,70,6,744,4380,4.0,1.25,16,13,6-3 4-6 6-4,0
BMW Open,4/17/2023,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,15.24,Giron M.,15.46,Giron M.,53,68,867,756,1.44,2.75,10,17,1-6 7-5 2-6,1
BMW Open,4/17/2023,ATP250,Outdoor,Clay,1st Round,3,Cobolli F.,14.25,Thompson J.,15.2,Cobolli F.,208,91,277,655,1.62,2.3,13,6,7-5 6-1,0
BMW Open,4/17/2023,ATP250,Outdoor,Clay,1st Round,3,Monteiro T.,14.91,Hanfmann Y.,15.13,Hanfmann Y.,89,112,665,534,2.5,1.53,15,19,7-6 6-7 2-6,1
BMW Open,4/18/2023,ATP250,Outdoor,Clay,1st Round,3,Otte O.,15.22,Baez S.,15.23,Otte O.,94,30,631,1190,2.75,1.44,13,8,6-3 7-5,0
BMW Open,4/18/2023,ATP250,Outdoor,Clay,1st Round,3,Rehberg M.,12.88,Fucsovics M.,15.34,Fucsovics M.,412,75,112,722,9.0,1.07,15,17,6-4 6-7 3-6,1
BMW Open,4/18/2023,ATP250,Outdoor,Clay,1st Round,3,Halys Q.,15.62,Sonego L.,15.6,Sonego L.,65,45,771,915,2.1,1.73,17,17,6-3 6-7 5-7,1
BMW Open,4/18/2023,ATP250,Outdoor,Clay,1st Round,3,Garin C.,15.64,Topo M.,13.64,Garin C.,86,478,678,82,1.13,6.0,12,6,6-4 6-2,0
BMW Open,4/20/2023,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,15.05,Karatsev A.,15.04,Karatsev A.,93,129,640,465,1.8,2.0,14,17,6-4 6-7 2-6,1
BMW Open,4/20/2023,ATP250,Outdoor,Clay,2nd Round,3,Cobolli F.,14.25,Otte O.,15.22,Cobolli F.,208,94,277,631,2.75,1.44,15,9,6-0 3-6 6-3,0
BMW Open,4/20/2023,ATP250,Outdoor,Clay,2nd Round,3,Ritschard A.,14.22,Giron M.,15.46,Giron M.,209,68,274,756,2.75,1.44,12,16,6-4 3-6 3-6,1
BMW Open,4/20/2023,ATP250,Outdoor,Clay,2nd Round,3,Rune H.,16.11,Hanfmann Y.,15.13,Rune H.,7,112,3865,534,1.29,3.75,12,7,6-3 6-4,0
BMW Open,4/20/2023,ATP250,Outdoor,Clay,2nd Round,3,Sonego L.,15.6,Garin C.,15.64,Garin C.,45,86,915,678,2.0,1.8,9,13,3-6 6-7,1
BMW Open,4/20/2023,ATP250,Outdoor,Clay,2nd Round,3,Karatsev A.,15.04,Van De Zandschulp B.,15.6,Van De Zandschulp B.,129,29,465,1250,2.75,1.44,2,12,2-6 0-6,1
BMW Open,4/20/2023,ATP250,Outdoor,Clay,2nd Round,3,Fritz T.,16.07,Fucsovics M.,15.34,Fritz T.,10,75,3245,722,1.3,3.5,16,12,4-6 6-3 6-3,0
BMW Open,4/21/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Garin C.,15.64,Rune H.,16.11,Rune H.,86,7,678,3865,4.0,1.25,6,12,2-6 4-6,1
BMW Open,4/21/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Fritz T.,16.07,Thiem D.,15.2,Fritz T.,10,101,3245,580,1.53,2.5,12,7,6-3 6-4,0
BMW Open,4/21/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Giron M.,15.46,Van De Zandschulp B.,15.6,Van De Zandschulp B.,68,29,756,1250,3.0,1.4,9,13,6-7 3-6,1
BMW Open,4/22/2023,ATP250,Outdoor,Clay,Semifinals,3,Fritz T.,16.07,Van De Zandschulp B.,15.6,Van De Zandschulp B.,10,29,3245,1250,1.44,2.75,10,13,4-6 6-7,1
BMW Open,4/23/2023,ATP250,Outdoor,Clay,The Final,3,Rune H.,16.11,Van De Zandschulp B.,15.6,Rune H.,7,29,3865,1250,1.25,4.0,14,16,6-4 1-6 7-6,0
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Gaston H.,14.78,Chardy J.,15.3,Gaston H.,106,635,555,45,1.3,3.5,12,7,6-3 6-4,0
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Nava E.,13.45,Barrere G.,15.45,Barrere G.,173,56,344,848,2.5,1.53,10,17,0-6 7-5 3-6,1
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,15.22,Halys Q.,15.62,Halys Q.,75,66,721,771,2.2,1.67,14,16,6-4 4-6 4-6,1
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,15.33,Carballes Baena R.,15.23,Carballes Baena R.,95,53,615,867,2.63,1.5,8,12,4-6 4-6,1
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Grenier H.,14.21,Schwartzman D.,15.19,Grenier H.,128,72,466,730,4.0,1.25,13,9,7-5 6-4,0
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Kotov P.,14.72,Otte O.,15.23,Otte O.,101,98,583,606,2.1,1.73,13,16,3-6 6-4 4-6,1
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Arnaldi M.,14.68,Paire B.,14.31,Arnaldi M.,105,161,556,377,1.53,2.5,16,13,6-1 3-6 7-6,0
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Humbert U.,15.49,Ruusuvuori E.,15.62,Ruusuvuori E.,77,41,718,977,2.63,1.5,12,14,6-7 6-7,1
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,14.92,Kokkinakis T.,15.65,Munar J.,88,111,666,534,1.8,2.0,14,12,7-6 7-6,0
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Gojo B.,15.1,Monteiro T.,14.89,Monteiro T.,110,97,538,608,1.91,1.91,15,17,6-7 6-4 3-6,1
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Mannarino A.,15.43,Etcheverry T.,15.44,Etcheverry T.,46,59,917,814,4.5,1.2,4,12,4-6 0-6,1
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Jarry N.,15.54,Safiullin R.,15.2,Safiullin R.,51,112,878,525,1.36,3.2,11,15,2-6 6-3 3-6,1
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Thiem D.,15.27,Edmund K.,14.4,Thiem D.,93,498,625,75,1.14,5.5,12,5,6-4 6-1,0
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Cachin P.,14.77,Shelbayh A.,14.33,Cachin P.,67,243,767,233,1.4,3.0,12,5,6-1 6-4,0
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,15.48,Borges N.,15.32,Giron M.,61,74,801,723,2.1,1.73,13,8,6-2 7-6,0
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,15.35,Cecchinato M.,14.67,Cecchinato M.,83,85,697,688,1.57,2.38,9,13,6-7 3-6,1
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Murray A.,15.62,Vavassori A.,14.89,Vavassori A.,52,164,870,369,1.62,2.3,8,13,2-6 6-7,1
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,15.37,Kubler J.,15.37,Lajovic D.,40,63,994,782,1.53,2.5,12,6,6-3 6-3,0
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Karatsev A.,15.05,Djere L.,15.31,Karatsev A.,121,70,497,741,2.3,1.62,14,11,7-6 7-5,0
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,15.94,Arnaldi M.,14.68,Arnaldi M.,4,105,5210,556,1.17,5.0,7,12,3-6 4-6,1
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Altmaier D.,15.09,Otte O.,15.23,Altmaier D.,92,98,633,606,2.0,1.8,13,9,6-4 7-5,0
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Molcan A.,15.14,Nishioka Y.,15.57,Nishioka Y.,58,34,825,1138,1.57,2.38,15,17,7-5 4-6 4-6,1
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Hanfmann Y.,15.15,Musetti L.,15.55,Hanfmann Y.,108,18,548,2065,3.0,1.4,13,10,6-4 7-6,0
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,15.78,Barrere G.,15.45,Dimitrov G.,32,56,1170,848,1.17,5.0,14,12,7-6 7-6,0
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Monteiro T.,14.89,Khachanov K.,16.0,Khachanov K.,97,12,608,2855,4.0,1.25,12,15,3-6 6-3 3-6,1
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Alcaraz C.,16.19,Ruusuvuori E.,15.62,Alcaraz C.,2,41,6770,977,1.04,13.0,14,12,2-6 6-4 6-2,0
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Halys Q.,15.62,Bautista Agut R.,15.62,Bautista Agut R.,66,25,771,1475,2.2,1.67,15,17,6-4 6-7 3-6,1
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Coric B.,15.58,Gaston H.,14.78,Coric B.,20,106,1890,555,1.44,2.75,12,6,6-3 6-3,0
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Korda S.,15.95,Grenier H.,14.21,Grenier H.,28,128,1390,466,1.33,3.4,12,14,6-7 6-7,1
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Bublik A.,15.43,Rune H.,16.12,Rune H.,55,7,865,4070,6.0,1.13,13,17,1-6 6-4 6-7,1
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Carballes Baena R.,15.23,Zverev A.,15.77,Zverev A.,53,16,867,2140,4.33,1.22,12,19,7-6 5-7 0-6,1
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Shevchenko A.,14.42,Lehecka J.,15.62,Shevchenko A.,96,37,610,1046,3.2,1.36,12,2,6-1 6-1,0
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,16.32,Vavassori A.,14.89,Medvedev D.,3,164,5240,369,1.11,6.5,12,7,6-4 6-3,0
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Paul T.,15.94,Safiullin R.,15.2,Safiullin R.,17,112,2070,525,1.5,2.63,9,13,3-6 6-7,1
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Karatsev A.,15.05,Van De Zandschulp B.,15.59,Karatsev A.,121,29,497,1390,2.75,1.44,13,7,6-2 7-5,0
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Cecchinato M.,14.67,De Minaur A.,16.0,De Minaur A.,85,19,688,1995,2.75,1.44,10,13,4-6 6-7,1
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Baez S.,15.22,Giron M.,15.48,Baez S.,31,61,1190,801,1.53,2.5,15,13,3-6 6-3 6-4,0
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Tiafoe F.,15.75,Etcheverry T.,15.44,Tiafoe F.,11,59,2870,814,1.62,2.3,13,9,6-3 7-6,0
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Kecmanovic M.,15.49,Garin C.,15.65,Garin C.,33,73,1170,723,1.91,1.91,17,19,6-7 7-6 4-6,1
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Cachin P.,14.77,Cerundolo F.,15.36,Cachin P.,67,30,767,1235,3.5,1.3,13,7,6-1 7-6,0
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,15.27,Tsitsipas S.,16.1,Tsitsipas S.,93,5,625,5195,4.5,1.2,13,16,6-3 1-6 6-7,1
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,16.0,Bautista Agut R.,15.62,Khachanov K.,12,25,2855,1475,1.57,2.38,17,14,7-5 4-6 6-3,0
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Arnaldi M.,14.68,Munar J.,14.92,Munar J.,105,88,556,666,1.8,2.0,10,15,6-3 3-6 1-6,1
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Rublev A.,16.03,Nishioka Y.,15.57,Rublev A.,6,34,4280,1138,1.14,5.5,13,7,6-2 7-5,0
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Grenier H.,14.21,Zverev A.,15.77,Zverev A.,128,16,466,2140,7.0,1.1,1,12,1-6 0-6,1
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Coric B.,15.58,Hurkacz H.,15.74,Coric B.,20,15,1890,2660,2.63,1.5,13,9,7-6 6-3,0
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,15.78,Alcaraz C.,16.19,Alcaraz C.,32,2,1170,6770,7.0,1.1,7,13,2-6 5-7,1
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Altmaier D.,15.09,Hanfmann Y.,15.15,Altmaier D.,92,108,633,548,2.75,1.44,13,9,7-6 6-3,0
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Rune H.,16.12,Davidovich Fokina A.,15.69,Davidovich Fokina A.,7,35,4070,1095,1.44,2.75,19,19,6-7 7-5 6-7,1
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,16.32,Shevchenko A.,14.52,Medvedev D.,3,96,5240,610,1.13,6.0,17,12,4-6 6-1 7-5,0
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Karatsev A.,15.09,De Minaur A.,16.01,Karatsev A.,121,19,497,1995,2.38,1.57,16,13,6-3 4-6 6-4,0
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Tiafoe F.,15.71,Cachin P.,14.77,Cachin P.,11,67,2870,767,1.29,3.75,7,13,1-6 6-7,1
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Garin C.,15.68,Fritz T.,16.12,Fritz T.,73,10,723,3290,2.75,1.44,7,13,1-6 6-7,1
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,16.1,Baez S.,15.19,Tsitsipas S.,5,31,5195,1190,1.14,5.5,16,14,7-5 3-6 6-3,0
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Altmaier D.,15.11,Munar J.,14.88,Altmaier D.,92,88,633,666,2.38,1.57,12,3,6-3 6-0,0
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Rublev A.,16.05,Khachanov K.,16.0,Khachanov K.,6,12,4280,2855,1.5,2.63,10,13,6-7 4-6,1
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Karatsev A.,15.09,Medvedev D.,16.32,Karatsev A.,121,3,497,5240,3.75,1.29,13,10,7-6 6-4,0
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Davidovich Fokina A.,15.71,Coric B.,15.59,Coric B.,35,20,1095,1890,1.53,2.5,16,19,7-6 3-6 6-7,1
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Alcaraz C.,16.23,Zverev A.,15.8,Alcaraz C.,2,16,6770,2140,1.22,4.33,12,3,6-1 6-2,0
Mutua Madrid Open,5/3/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,16.23,Khachanov K.,16.0,Alcaraz C.,2,12,6770,2855,1.07,9.0,13,9,6-4 7-5,0
Mutua Madrid Open,5/3/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Altmaier D.,15.11,Coric B.,15.59,Coric B.,92,20,633,1890,2.63,1.5,6,12,3-6 3-6,1
Mutua Madrid Open,5/5/2023,Masters 1000,Outdoor,Clay,Semifinals,3,Alcaraz C.,16.23,Coric B.,15.59,Alcaraz C.,2,20,6770,1890,1.06,10.0,12,7,6-4 6-3,0
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,15.3,Krajinovic F.,15.23,Fucsovics M.,92,74,691,741,1.8,2.0,12,6,6-4 6-2,0
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Van Assche L.,15.18,Etcheverry T.,15.54,Etcheverry T.,85,61,716,826,2.2,1.67,9,13,6-7 3-6,1
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Cachin P.,14.78,Garin C.,15.68,Garin C.,68,79,777,723,2.38,1.57,16,16,4-6 6-3 6-7,1
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Edmund K.,14.35,Muller A.,14.8,Muller A.,473,100,85,605,4.0,1.25,4,12,1-6 3-6,1
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Bublik A.,15.42,Martinez P.,14.78,Bublik A.,49,142,880,416,2.2,1.67,13,9,6-3 7-6,0
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,15.45,Safiullin R.,15.16,Safiullin R.,60,103,826,586,2.38,1.57,7,12,4-6 3-6,1
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,15.22,Murray A.,15.67,Fognini F.,130,42,468,965,2.63,1.5,16,14,6-4 4-6 6-4,0
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Cobolli F.,14.48,Rinderknech A.,15.06,Rinderknech A.,183,89,327,711,1.4,3.0,7,12,4-6 3-6,1
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Barrere G.,15.42,Nakashima B.,15.55,Barrere G.,63,47,813,902,2.1,1.73,12,6,6-3 6-3,0
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Zeppieri G.,14.56,Altmaier D.,15.15,Altmaier D.,120,65,513,792,2.5,1.53,12,17,6-7 6-4 0-6,1
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Carballes Baena R.,15.29,Dellien H.,15.16,Carballes Baena R.,51,157,876,374,1.44,2.75,12,5,6-2 6-3,0
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Monteiro T.,14.88,Mannarino A.,15.46,Monteiro T.,98,45,627,927,1.44,2.75,12,3,6-1 6-2,0
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Nardi L.,14.42,Goffin D.,15.29,Goffin D.,151,107,392,570,2.63,1.5,12,15,6-3 4-6 2-6,1
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Ruusuvuori E.,15.69,Humbert U.,15.53,Ruusuvuori E.,43,50,957,877,1.62,2.3,16,16,6-4 3-6 7-6,0
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Mcdonald M.,15.45,Cecchinato M.,14.69,Cecchinato M.,55,83,855,720,2.38,1.57,8,13,3-6 5-7,1
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Pella G.,15.11,Cressy M.,15.48,Pella G.,484,41,80,985,2.0,1.8,12,7,6-3 6-4,0
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Sonego L.,15.63,Chardy J.,15.2,Sonego L.,48,591,890,55,1.08,8.0,12,3,6-2 6-1,0
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,15.59,Borges N.,15.36,Borges N.,46,88,924,713,1.36,3.2,5,12,4-6 1-6,1
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Marozsan F.,14.58,Moutet C.,15.26,Marozsan F.,135,67,441,781,1.57,2.38,18,9,6-0 6-7 6-2,0
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Jarry N.,15.52,Hanfmann Y.,15.15,Hanfmann Y.,56,101,852,602,1.8,2.0,8,12,4-6 4-6,1
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Napolitano S.,13.97,Molcan A.,15.32,Molcan A.,555,59,62,830,5.0,1.17,16,16,4-6 6-3 6-7,1
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Arnaldi M.,14.79,Schwartzman D.,15.19,Arnaldi M.,99,91,608,695,1.57,2.38,16,10,6-1 4-6 6-3,0
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Norrie C.,15.67,Muller A.,14.8,Norrie C.,13,100,2680,605,1.33,3.4,12,5,6-2 6-3,0
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Sinner J.,16.27,Kokkinakis T.,15.69,Sinner J.,8,104,3525,576,1.11,6.5,12,5,6-1 6-4,0
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,De Minaur A.,16.02,Fucsovics M.,15.3,Fucsovics M.,18,92,1995,691,1.62,2.3,7,12,3-6 4-6,1
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Shevchenko A.,14.67,Baez S.,15.18,Shevchenko A.,93,40,657,985,2.63,1.5,12,7,6-3 6-4,0
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Safiullin R.,15.16,Korda S.,15.99,Safiullin R.,103,29,586,1265,1.67,2.2,13,8,6-2 7-6,0
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Van De Zandschulp B.,15.66,Djere L.,15.38,Djere L.,30,62,1250,825,1.91,1.91,6,12,2-6 4-6,1
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Barrere G.,15.42,Khachanov K.,16.01,Barrere G.,63,11,813,3025,5.5,1.14,17,16,4-6 6-4 7-6,0
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Kecmanovic M.,15.59,Fognini F.,15.22,Fognini F.,37,130,1055,468,1.53,2.5,9,13,3-6 6-7,1
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Garin C.,15.68,Paul T.,16.0,Garin C.,79,17,723,2170,1.8,2.0,16,13,4-6 6-3 6-4,0
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Shelton B.,15.42,Bublik A.,15.42,Bublik A.,35,49,1095,880,1.73,2.1,12,13,4-6 6-1 2-6,1
